Instruction Name,Opcode,Instruction,64-bit validity,32-bit validity,CpuId Flags
VMOVSD,EVEX.LIG.F2.0F.W1 11 /r,"VMOVSD m64 {k1}, xmm1",V,V,AVX512F
MOVSHDUP,F3 0F 16 /r,"MOVSHDUP xmm1, xmm2/m128",V,V,SSE3
VMOVSHDUP,VEX.128.F3.0F.WIG 16 /r,"VMOVSHDUP xmm1, xmm2/m128",V,V,AVX
VMOVSHDUP,VEX.256.F3.0F.WIG 16 /r,"VMOVSHDUP ymm1, ymm2/m256",V,V,AVX
VMOVSHDUP,EVEX.128.F3.0F.W0 16 /r,"VMOVSHDUP xmm1 {k1}{z}, xmm2/m128",V,V,AVX512VL|AVX512F
VMOVSHDUP,EVEX.256.F3.0F.W0 16 /r,"VMOVSHDUP ymm1 {k1}{z}, ymm2/m256",V,V,AVX512VL|AVX512F
VMOVSHDUP,EVEX.512.F3.0F.W0 16 /r,"VMOVSHDUP zmm1 {k1}{z}, zmm2/m512",V,V,AVX512F
MOVSLDUP,F3 0F 12 /r,"MOVSLDUP xmm1, xmm2/m128",V,V,SSE3
VMOVSLDUP,VEX.128.F3.0F.WIG 12 /r,"VMOVSLDUP xmm1, xmm2/m128",V,V,AVX
VMOVSLDUP,VEX.256.F3.0F.WIG 12 /r,"VMOVSLDUP ymm1, ymm2/m256",V,V,AVX
VMOVSLDUP,EVEX.128.F3.0F.W0 12 /r,"VMOVSLDUP xmm1 {k1}{z}, xmm2/m128",V,V,AVX512VL|AVX512F
VMOVSLDUP,EVEX.256.F3.0F.W0 12 /r,"VMOVSLDUP ymm1 {k1}{z}, ymm2/m256",V,V,AVX512VL|AVX512F
VMOVSLDUP,EVEX.512.F3.0F.W0 12 /r,"VMOVSLDUP zmm1 {k1}{z}, zmm2/m512",V,V,AVX512F
MOVSS,F3 0F 10 /r,"MOVSS xmm1, xmm2",V,V,SSE
MOVSS,F3 0F 10 /r,"MOVSS xmm1, m32",V,V,SSE
VMOVSS,VEX.LIG.F3.0F.WIG 10 /r,"VMOVSS xmm1, xmm2, xmm3",V,V,AVX
VMOVSS,VEX.LIG.F3.0F.WIG 10 /r,"VMOVSS xmm1, m32",V,V,AVX
MOVSS,F3 0F 11 /r,"MOVSS xmm2/m32, xmm1",V,V,SSE
VMOVSS,VEX.LIG.F3.0F.WIG 11 /r,"VMOVSS xmm1, xmm2, xmm3",V,V,AVX
VMOVSS,VEX.LIG.F3.0F.WIG 11 /r,"VMOVSS m32, xmm1",V,V,AVX
VMOVSS,EVEX.LIG.F3.0F.W0 10 /r,"VMOVSS xmm1 {k1}{z}, xmm2, xmm3",V,V,AVX512F
VMOVSS,EVEX.LIG.F3.0F.W0 10 /r,"VMOVSS xmm1 {k1}{z}, m32",V,V,AVX512F
VMOVSS,EVEX.LIG.F3.0F.W0 11 /r,"VMOVSS xmm1 {k1}{z}, xmm2, xmm3",V,V,AVX512F
VMOVSS,EVEX.LIG.F3.0F.W0 11 /r,"VMOVSS m32 {k1}, xmm1",V,V,AVX512F
MOVSX,0F BE /r,"MOVSX r16, r/m8",V,V,
MOVSX,0F BE /r,"MOVSX r32, r/m8",V,V,
MOVSX,REX.W 0F BE /r,"MOVSX r64, r/m8",V,N.E.,
MOVSX,0F BF /r,"MOVSX r32, r/m16",V,V,
MOVSX,REX.W 0F BF /r,"MOVSX r64, r/m16",V,N.E.,
MOVSXD,63 /r,"MOVSXD r16, r/m16",V,V,
MOVSXD,63 /r,"MOVSXD r32, r/m32",V,V,
MOVSXD,REX.W 63 /r,"MOVSXD r64, r/m32",V,N.E.,
MOVUPD,66 0F 10 /r,"MOVUPD xmm1, xmm2/m128",V,V,SSE2
MOVUPD,66 0F 11 /r,"MOVUPD xmm2/m128, xmm1",V,V,SSE2
VMOVUPD,VEX.128.66.0F.WIG 10 /r,"VMOVUPD xmm1, xmm2/m128",V,V,AVX
VMOVUPD,VEX.128.66.0F.WIG 11 /r,"VMOVUPD xmm2/m128, xmm1",V,V,AVX
VMOVUPD,VEX.256.66.0F.WIG 10 /r,"VMOVUPD ymm1, ymm2/m256",V,V,AVX
VMOVUPD,VEX.256.66.0F.WIG 11 /r,"VMOVUPD ymm2/m256, ymm1",V,V,AVX
VMOVUPD,EVEX.128.66.0F.W1 10 /r,"VMOVUPD xmm1 {k1}{z}, xmm2/m128",V,V,AVX512VL|AVX512F
VMOVUPD,EVEX.128.66.0F.W1 11 /r,"VMOVUPD xmm2/m128 {k1}{z}, xmm1",V,V,AVX512VL|AVX512F
VMOVUPD,EVEX.256.66.0F.W1 10 /r,"VMOVUPD ymm1 {k1}{z}, ymm2/m256",V,V,AVX512VL|AVX512F
VMOVUPD,EVEX.256.66.0F.W1 11 /r,"VMOVUPD ymm2/m256 {k1}{z}, ymm1",V,V,AVX512VL|AVX512F
VMOVUPD,EVEX.512.66.0F.W1 10 /r,"VMOVUPD zmm1 {k1}{z}, zmm2/m512",V,V,AVX512F
VMOVUPD,EVEX.512.66.0F.W1 11 /r,"VMOVUPD zmm2/m512 {k1}{z}, zmm1",V,V,AVX512F
MOVUPS,NP 0F 10 /r,"MOVUPS xmm1, xmm2/m128",V,V,SSE
MOVUPS,NP 0F 11 /r,"MOVUPS xmm2/m128, xmm1",V,V,SSE
VMOVUPS,VEX.128.0F.WIG 10 /r,"VMOVUPS xmm1, xmm2/m128",V,V,AVX
VMOVUPS,VEX.128.0F.WIG 11 /r,"VMOVUPS xmm2/m128, xmm1",V,V,AVX
VMOVUPS,VEX.256.0F.WIG 10 /r,"VMOVUPS ymm1, ymm2/m256",V,V,AVX
VMOVUPS,VEX.256.0F.WIG 11 /r,"VMOVUPS ymm2/m256, ymm1",V,V,AVX
VMOVUPS,EVEX.128.0F.W0 10 /r,"VMOVUPS xmm1 {k1}{z}, xmm2/m128",V,V,AVX512VL|AVX512F
VMOVUPS,EVEX.256.0F.W0 10 /r,"VMOVUPS ymm1 {k1}{z}, ymm2/m256",V,V,AVX512VL|AVX512F
VMOVUPS,EVEX.512.0F.W0 10 /r,"VMOVUPS zmm1 {k1}{z}, zmm2/m512",V,V,AVX512F
VMOVUPS,EVEX.128.0F.W0 11 /r,"VMOVUPS xmm2/m128 {k1}{z}, xmm1",V,V,AVX512VL|AVX512F
VMOVUPS,EVEX.256.0F.W0 11 /r,"VMOVUPS ymm2/m256 {k1}{z}, ymm1",V,V,AVX512VL|AVX512F
VMOVUPS,EVEX.512.0F.W0 11 /r,"VMOVUPS zmm2/m512 {k1}{z}, zmm1",V,V,AVX512F
MOVZX,0F B6 /r,"MOVZX r16, r/m8",V,V,
MOVZX,0F B6 /r,"MOVZX r32, r/m8",V,V,
MOVZX,REX.W 0F B6 /r,"MOVZX r64, r/m8*",V,N.E.,
MOVZX,0F B7 /r,"MOVZX r32, r/m16",V,V,
MOVZX,REX.W 0F B7 /r,"MOVZX r64, r/m16",V,N.E.,
MPSADBW,66 0F 3A 42 /r /ib,"MPSADBW xmm1, xmm2/m128, imm8",V,V,SSE4_1
VMPSADBW,VEX.128.66.0F3A.WIG 42 /r /ib,"VMPSADBW xmm1, xmm2, xmm3/m128, imm8",V,V,AVX
VMPSADBW,VEX.256.66.0F3A.WIG 42 /r /ib,"VMPSADBW ymm1, ymm2, ymm3/m256, imm8",V,V,AVX2
MUL,F6 /4,MUL r/m8,V,V,
MUL,REX F6 /4,MUL r/m8,V,N.E.,
MUL,F7 /4,MUL r/m16,V,V,
MUL,F7 /4,MUL r/m32,V,V,
MUL,REX.W F7 /4,MUL r/m64,V,N.E.,
MULPD,66 0F 59 /r,"MULPD xmm1, xmm2/m128",V,V,SSE2
VMULPD,VEX.128.66.0F.WIG 59 /r,"VMULPD xmm1,xmm2, xmm3/m128",V,V,AVX
VMULPD,VEX.256.66.0F.WIG 59 /r,"VMULPD ymm1, ymm2, ymm3/m256",V,V,AVX
VMULPD,EVEX.128.66.0F.W1 59 /r,"VMULPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VMULPD,EVEX.256.66.0F.W1 59 /r,"VMULPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VMULPD,EVEX.512.66.0F.W1 59 /r,"VMULPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{er}",V,V,AVX512F
MULPS,NP 0F 59 /r,"MULPS xmm1, xmm2/m128",V,V,SSE
VMULPS,VEX.128.0F.WIG 59 /r,"VMULPS xmm1,xmm2, xmm3/m128",V,V,AVX
VMULPS,VEX.256.0F.WIG 59 /r,"VMULPS ymm1, ymm2, ymm3/m256",V,V,AVX
VMULPS,EVEX.128.0F.W0 59 /r,"VMULPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VMULPS,EVEX.256.0F.W0 59 /r,"VMULPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VMULPS,EVEX.512.0F.W0 59 /r,"VMULPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst {er}",V,V,AVX512F
MULSD,F2 0F 59 /r,"MULSD xmm1,xmm2/m64",V,V,SSE2
VMULSD,VEX.LIG.F2.0F.WIG 59 /r,"VMULSD xmm1,xmm2, xmm3/m64",V,V,AVX
VMULSD,EVEX.LIG.F2.0F.W1 59 /r,"VMULSD xmm1 {k1}{z}, xmm2, xmm3/m64 {er}",V,V,AVX512F
MULSS,F3 0F 59 /r,"MULSS xmm1,xmm2/m32",V,V,SSE
VMULSS,VEX.LIG.F3.0F.WIG 59 /r,"VMULSS xmm1,xmm2, xmm3/m32",V,V,AVX
VMULSS,EVEX.LIG.F3.0F.W0 59 /r,"VMULSS xmm1 {k1}{z}, xmm2, xmm3/m32 {er}",V,V,AVX512F
MULX,VEX.LZ.F2.0F38.W0 F6 /r,"MULX r32a, r32b, r/m32",V,V,BMI2
MULX,VEX.LZ.F2.0F38.W1 F6 /r,"MULX r64a, r64b, r/m64",V,N.E.,BMI2
MWAIT,0F 01 C9,MWAIT,V,V,
NEG,F6 /3,NEG r/m8,V,V,
NEG,REX F6 /3,NEG r/m8*,V,N.E.,
NEG,F7 /3,NEG r/m16,V,V,
NEG,F7 /3,NEG r/m32,V,V,
NEG,REX.W F7 /3,NEG r/m64,V,N.E.,
NOP,NP 90,NOP,V,V,
NOP,NP 0F 1F /0,NOP r/m16,V,V,
NOP,NP 0F 1F /0,NOP r/m32,V,V,
NOT,F6 /2,NOT r/m8,V,V,
NOT,REX F6 /2,NOT r/m8*,V,N.E.,
NOT,F7 /2,NOT r/m16,V,V,
NOT,F7 /2,NOT r/m32,V,V,
NOT,REX.W F7 /2,NOT r/m64,V,N.E.,
OR,0C /ib,"OR AL, i mm8",V,V,
OR,0D iw,"OR AX, i mm16",V,V,
OR,0D id,"OR EAX, i mm32",V,V,
OR,REX.W 0D id,"OR RAX, i mm32",V,N.E.,
OR,80 /1 /ib,"OR r/m8, imm8",V,V,
OR,REX 80 /1 /ib,"OR r/m8*, imm8",V,N.E.,
OR,81 /1 iw,"OR r/m16, imm16",V,V,
OR,81 /1 id,"OR r/m32, imm32",V,V,
OR,REX.W 81 /1 id,"OR r/m64, imm32",V,N.E.,
OR,83 /1 /ib,"OR r/m16, imm8",V,V,
OR,83 /1 /ib,"OR r/m32, imm8",V,V,
OR,REX.W 83 /1 /ib,"OR r/m64, imm8",V,N.E.,
OR,08 /r,"OR r/m8, r8",V,V,
OR,REX 08 /r,"OR r/m8*, r8*",V,N.E.,
OR,09 /r,"OR r/m16, r16",V,V,
OR,09 /r,"OR r/m32, r32",V,V,
OR,REX.W 09 /r,"OR r/m64, r64",V,N.E.,
OR,0A /r,"OR r8, r/m8",V,V,
OR,REX 0A /r,"OR r8*, r/m8*",V,N.E.,
OR,0B /r,"OR r16, r/m16",V,V,
OR,0B /r,"OR r32, r/m32",V,V,
OR,REX.W 0B /r,"OR r64, r/m64",V,N.E.,
ORPD,66 0F 56 /r,"ORPD xmm1, xmm2/m128",V,V,SSE2
VORPD,VEX.128.66.0F 56 /r,"VORPD xmm1,xmm2, xmm3/m128",V,V,AVX
VORPD,VEX.256.66.0F 56 /r,"VORPD ymm1, ymm2, ymm3/m256",V,V,AVX
VORPD,EVEX.128.66.0F.W1 56 /r,"VORPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512DQ
VORPD,EVEX.256.66.0F.W1 56 /r,"VORPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512DQ
VORPD,EVEX.512.66.0F.W1 56 /r,"VORPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512DQ
ORPS,NP 0F 56 /r,"ORPS xmm1, xmm2/m128",V,V,SSE
VORPS,VEX.128.0F 56 /r,"VORPS xmm1,xmm2, xmm3/m128",V,V,AVX
VORPS,VEX.256.0F 56 /r,"VORPS ymm1, ymm2, ymm3/m256",V,V,AVX
VORPS,EVEX.128.0F.W0 56 /r,"VORPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512DQ
VORPS,EVEX.256.0F.W0 56 /r,"VORPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512DQ
VORPS,EVEX.512.0F.W0 56 /r,"VORPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512DQ
OUT,E6 /ib,"OUT imm8 , AL",V,V,
OUT,E7 /ib,"OUT imm8 , AX",V,V,
OUT,E7 /ib,"OUT imm8 , EAX",V,V,
OUT,EE,"OUT DX, AL",V,V,
OUT,EF,"OUT DX, AX",V,V,
OUT,EF,"OUT DX, EAX",V,V,
OUTS,6E,"OUTS DX, m8",V,V,
OUTS,6F,"OUTS DX, m16",V,V,
OUTS,6F,"OUTS DX, m32",V,V,
OUTSB,6E,OUTSB,V,V,
OUTSW,6F,OUTSW,V,V,
OUTSD,6F,OUTSD,V,V,
PABSB,NP 0F 38 1C /r,"PABSB mm1, mm2/m64",V,V,SSSE3
PABSB,66 0F 38 1C /r,"PABSB xmm1, xmm2/m128",V,V,SSSE3
PABSW,NP 0F 38 1D /r,"PABSW mm1, mm2/m64",V,V,SSSE3
PABSW,66 0F 38 1D /r,"PABSW xmm1, xmm2/m128",V,V,SSSE3
PABSD,NP 0F 38 1E /r,"PABSD mm1, mm2/m64",V,V,SSSE3
PABSD,66 0F 38 1E /r,"PABSD xmm1, xmm2/m128",V,V,SSSE3
VPABSB,VEX.128.66.0F38.WIG 1C /r,"VPABSB xmm1, xmm2/m128",V,V,AVX
VPABSW,VEX.128.66.0F38.WIG 1D /r,"VPABSW xmm1, xmm2/m128",V,V,AVX
VPABSD,VEX.128.66.0F38.WIG 1E /r,"VPABSD xmm1, xmm2/m128",V,V,AVX
VPABSB,VEX.256.66.0F38.WIG 1C /r,"VPABSB ymm1, ymm2/m256",V,V,AVX2
VPABSW,VEX.256.66.0F38.WIG 1D /r,"VPABSW ymm1, ymm2/m256",V,V,AVX2
VPABSD,VEX.256.66.0F38.WIG 1E /r,"VPABSD ymm1, ymm2/m256",V,V,AVX2
VPABSB,EVEX.128.66.0F38.WIG 1C /r,"VPABSB xmm1 {k1}{z}, xmm2/m128",V,V,AVX512VL|AVX512BW
VPABSB,EVEX.256.66.0F38.WIG 1C /r,"VPABSB ymm1 {k1}{z}, ymm2/m256",V,V,AVX512VL|AVX512BW
VPABSB,EVEX.512.66.0F38.WIG 1C /r,"VPABSB zmm1 {k1}{z}, zmm2/m512",V,V,AVX512BW
VPABSW,EVEX.128.66.0F38.WIG 1D /r,"VPABSW xmm1 {k1}{z}, xmm2/m128",V,V,AVX512VL|AVX512BW
VPABSW,EVEX.256.66.0F38.WIG 1D /r,"VPABSW ymm1 {k1}{z}, ymm2/m256",V,V,AVX512VL|AVX512BW
VPABSW,EVEX.512.66.0F38.WIG 1D /r,"VPABSW zmm1 {k1}{z}, zmm2/m512",V,V,AVX512BW
VPABSD,EVEX.128.66.0F38.W0 1E /r,"VPABSD xmm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL|AVX512F
VPABSD,EVEX.256.66.0F38.W0 1E /r,"VPABSD ymm1 {k1}{z}, ymm2/m256/m32bcst",V,V,AVX512VL|AVX512F
VPABSD,EVEX.512.66.0F38.W0 1E /r,"VPABSD zmm1 {k1}{z}, zmm2/m512/m32bcst",V,V,AVX512F
VPABSQ,EVEX.128.66.0F38.W1 1F /r,"VPABSQ xmm1 {k1}{z}, xmm2/m128/m64bcst",V,V,AVX512VL|AVX512F
VPABSQ,EVEX.256.66.0F38.W1 1F /r,"VPABSQ ymm1 {k1}{z}, ymm2/m256/m64bcst",V,V,AVX512VL|AVX512F
VPABSQ,EVEX.512.66.0F38.W1 1F /r,"VPABSQ zmm1 {k1}{z}, zmm2/m512/m64bcst",V,V,AVX512F
PACKSSWB,NP 0F 63 /r,"PACKSSWB mm1, mm2/m64",V,V,MMX
PACKSSWB,66 0F 63 /r,"PACKSSWB xmm1, xmm2/m128",V,V,SSE2
PACKSSDW,NP 0F 6B /r,"PACKSSDW mm1, mm2/m64",V,V,MMX
PACKSSDW,66 0F 6B /r,"PACKSSDW xmm1, xmm2/m128",V,V,SSE2
VPACKSSWB,VEX.128.66.0F.WIG 63 /r,"VPACKSSWB xmm1,xmm2, xmm3/m128",V,V,AVX
VPACKSSDW,VEX.128.66.0F.WIG 6B /r,"VPACKSSDW xmm1,xmm2, xmm3/m128",V,V,AVX
VPACKSSWB,VEX.256.66.0F.WIG 63 /r,"VPACKSSWB ymm1, ymm2, ymm3/m256",V,V,AVX2
VPACKSSDW,VEX.256.66.0F.WIG 6B /r,"VPACKSSDW ymm1, ymm2, ymm3/m256",V,V,AVX2
VPACKSSWB,EVEX.128.66.0F.WIG 63 /r,"VPACKSSWB xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPACKSSWB,EVEX.256.66.0F.WIG 63 /r,"VPACKSSWB ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPACKSSWB,EVEX.512.66.0F.WIG 63 /r,"VPACKSSWB zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPACKSSDW,EVEX.128.66.0F.W0 6B /r,"VPACKSSDW xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512BW
VPACKSSDW,EVEX.256.66.0F.W0 6B /r,"VPACKSSDW ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512BW
VPACKSSDW,EVEX.512.66.0F.W0 6B /r,"VPACKSSDW zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512BW
PACKUSDW,66 0F 38 2B /r,"PACKUSDW xmm1, xmm2/m128",V,V,SSE4_1
VPACKUSDW,VEX.128.66.0F38 2B /r,"VPACKUSDW xmm1,xmm2, xmm3/m128",V,V,AVX
VPACKUSDW,VEX.256.66.0F38 2B /r,"VPACKUSDW ymm1, ymm2, ymm3/m256",V,V,AVX2
VPACKUSDW,EVEX.128.66.0F38.W0 2B /r,"VPACKUSDW xmm1{k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512BW
VPACKUSDW,EVEX.256.66.0F38.W0 2B /r,"VPACKUSDW ymm1{k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512BW
VPACKUSDW,EVEX.512.66.0F38.W0 2B /r,"VPACKUSDW zmm1{k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512BW
PACKUSWB,NP 0F 67 /r,"PACKUSWB mm, mm/m64",V,V,MMX
PACKUSWB,66 0F 67 /r,"PACKUSWB xmm1 , xmm2/m128",V,V,SSE2
VPACKUSWB,VEX.128.66.0F.WIG 67 /r,"VPACKUSWB xmm1, xmm2, xmm3/m128",V,V,AVX
VPACKUSWB,VEX.256.66.0F.WIG 67 /r,"VPACKUSWB ymm1, ymm2, ymm3/m256",V,V,AVX2
VPACKUSWB,EVEX.128.66.0F.WIG 67 /r,"VPACKUSWB xmm1{k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPACKUSWB,EVEX.256.66.0F.WIG 67 /r,"VPACKUSWB ymm1{k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPACKUSWB,EVEX.512.66.0F.WIG 67 /r,"VPACKUSWB zmm1{k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
PADDB,NP 0F FC /r,"PADDB mm, mm/m64",V,V,MMX
PADDW,NP 0F FD /r,"PADDW mm, mm/m64",V,V,MMX
PADDD,NP 0F FE /r,"PADDD mm, mm/m64",V,V,MMX
PADDQ,NP 0F D4 /r,"PADDQ mm, mm/m64",V,V,MMX
PADDB,66 0F FC /r,"PADDB xmm1, xmm2/m128",V,V,SSE2
PADDW,66 0F FD /r,"PADDW xmm1, xmm2/m128",V,V,SSE2
PADDD,66 0F FE /r,"PADDD xmm1, xmm2/m128",V,V,SSE2
PADDQ,66 0F D4 /r,"PADDQ xmm1, xmm2/m128",V,V,SSE2
VPADDB,VEX.128.66.0F.WIG FC /r,"VPADDB xmm1, xmm2, xmm3/m128",V,V,AVX
VPADDW,VEX.128.66.0F.WIG FD /r,"VPADDW xmm1, xmm2, xmm3/m128",V,V,AVX
VPADDD,VEX.128.66.0F.WIG FE /r,"VPADDD xmm1, xmm2, xmm3/m128",V,V,AVX
VPADDQ,VEX.128.66.0F.WIG D4 /r,"VPADDQ xmm1, xmm2, xmm3/m128",V,V,AVX
VPADDB,VEX.256.66.0F.WIG FC /r,"VPADDB ymm1, ymm2, ymm3/m256",V,V,AVX2
VPADDW,VEX.256.66.0F.WIG FD /r,"VPADDW ymm1, ymm2, ymm3/m256",V,V,AVX2
VPADDD,VEX.256.66.0F.WIG FE /r,"VPADDD ymm1, ymm2, ymm3/m256",V,V,AVX2
VPADDQ,VEX.256.66.0F.WIG D4 /r,"VPADDQ ymm1, ymm2, ymm3/m256",V,V,AVX2
VPADDB,EVEX.128.66.0F.WIG FC /r,"VPADDB xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPADDW,EVEX.128.66.0F.WIG FD /r,"VPADDW xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPADDD,EVEX.128.66.0F.W0 FE /r,"VPADDD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPADDQ,EVEX.128.66.0F.W1 D4 /r,"VPADDQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPADDB,EVEX.256.66.0F.WIG FC /r,"VPADDB ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPADDW,EVEX.256.66.0F.WIG FD /r,"VPADDW ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPADDD,EVEX.256.66.0F.W0 FE /r,"VPADDD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPADDQ,EVEX.256.66.0F.W1 D4 /r,"VPADDQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPADDB,EVEX.512.66.0F.WIG FC /r,"VPADDB zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPADDW,EVEX.512.66.0F.WIG FD /r,"VPADDW zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPADDD,EVEX.512.66.0F.W0 FE /r,"VPADDD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPADDQ,EVEX.512.66.0F.W1 D4 /r,"VPADDQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
PADDSB,NP 0F EC /r,"PADDSB mm, mm/m64",V,V,MMX
PADDSB,66 0F EC /r,"PADDSB xmm1, xmm2/m128",V,V,SSE2
PADDSW,NP 0F ED /r,"PADDSW mm, mm/m64",V,V,MMX
PADDSW,66 0F ED /r,"PADDSW xmm1, xmm2/m128",V,V,SSE2
VPADDSB,VEX.128.66.0F.WIG EC /r,"VPADDSB xmm1, xmm2, xmm3/m128",V,V,AVX
VPADDSW,VEX.128.66.0F.WIG ED /r,"VPADDSW xmm1, xmm2, xmm3/m128",V,V,AVX
VPADDSB,VEX.256.66.0F.WIG EC /r,"VPADDSB ymm1, ymm2, ymm3/m256",V,V,AVX2
VPADDSW,VEX.256.66.0F.WIG ED /r,"VPADDSW ymm1, ymm2, ymm3/m256",V,V,AVX2
VPADDSB,EVEX.128.66.0F.WIG EC /r,"VPADDSB xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPADDSB,EVEX.256.66.0F.WIG EC /r,"VPADDSB ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPADDSB,EVEX.512.66.0F.WIG EC /r,"VPADDSB zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPADDSW,EVEX.128.66.0F.WIG ED /r,"VPADDSW xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPADDSW,EVEX.256.66.0F.WIG ED /r,"VPADDSW ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPADDSW,EVEX.512.66.0F.WIG ED /r,"VPADDSW zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
PADDUSB,NP 0F DC /r,"PADDUSB mm, mm/m64",V,V,MMX
PADDUSB,66 0F DC /r,"PADDUSB xmm1, xmm2/m128",V,V,SSE2
PADDUSW,NP 0F DD /r,"PADDUSW mm, mm/m64",V,V,MMX
PADDUSW,66 0F DD /r,"PADDUSW xmm1, xmm2/m128",V,V,SSE2
VPADDUSB,VEX.128.66.0F.WIG DC /r,"VPADDUSB xmm1, xmm2, xmm3/m128",V,V,AVX
VPADDUSW,VEX.128.66.0F.WIG DD /r,"VPADDUSW xmm1, xmm2, xmm3/m128",V,V,AVX
VPADDUSB,VEX.256.66.0F.WIG DC /r,"VPADDUSB ymm1, ymm2, ymm3/m256",V,V,AVX2
VPADDUSW,VEX.256.66.0F.WIG DD /r,"VPADDUSW ymm1, ymm2, ymm3/m256",V,V,AVX2
VPADDUSB,EVEX.128.66.0F.WIG DC /r,"VPADDUSB xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPADDUSB,EVEX.256.66.0F.WIG DC /r,"VPADDUSB ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPADDUSB,EVEX.512.66.0F.WIG DC /r,"VPADDUSB zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPADDUSW,EVEX.128.66.0F.WIG DD /r,"VPADDUSW xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPADDUSW,EVEX.256.66.0F.WIG DD /r,"VPADDUSW ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPADDUSW,EVEX.512.66.0F.WIG DD /r,"VPADDUSW zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
PALIGNR,NP 0F 3A 0F /r /ib,"PALIGNR mm1, mm2/m64, imm8",V,V,SSSE3
PALIGNR,66 0F 3A 0F /r /ib,"PALIGNR xmm1, xmm2/m128, imm8",V,V,SSSE3
